duration_log_scaled,rate_downloads_total_log_scaled,rate_listened_total_log_scaled,likes_log_scaled,dislikes_log_scaled,playlisted_scaled,favorited_scaled,avgnote_scaled,genres_count,instruments_count,vartags_count,has_genres_pop,has_genres_rock,has_genres_electronic,has_genres_jazz,has_genres_,has_genres_indie,has_genres_folk,has_genres_chillout,has_instruments_,has_instruments_strings,has_instruments_piano,has_instruments_synthesizer,has_instruments_guitar,has_instruments_drums,has_instruments_electricguitar,has_vartags_voice,has_vartags_vocal,has_vartags_acoustic,has_vartags_,has_vartags_neutral,has_vartags_energetic,has_vartags_peaceful,has_vartags_happy,has_vartags_love,has_vartags_upbeat,lang_,lang_de,lang_en,lang_es,lang_fr,lang_id,lang_it,lang_pt,lang_zh,vocalinstrumental_,vocalinstrumental_instrumental,vocalinstrumental_vocal,gender_,gender_female,gender_male,gender_neutral,acousticelectric_,acousticelectric_acoustic,acousticelectric_electric,speed_,speed_high,speed_low,speed_medium,speed_veryhigh,speed_verylow
-0.9388401164775059,0.9562497096794965,0.36960732719138917,1.3812026125166377,0.5959572478189147,0.6784775482591344,0.1579610549587068,0.3564867230898893,3,2,3,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
-0.3841261145297274,0.6504291922448653,0.2212096680316181,1.1559237645725349,0.5959572478189147,-0.5682691222534574,-0.5552401851219029,0.5525295535353988,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.19198436078714862,0.8819224467685584,-0.027838859390403578,2.193449907586988,0.5959572478189147,0.31144801946161604,0.05592792957145194,0.684459689299778,3,2,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.5071279865210975,-0.6670972673721265,-0.8326972027216804,0.2956195105774615,-0.59732943765587,-0.704553171256858,-0.6809779760031665,0.20948032766132743,1,2,4,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.20363382039046252,1.2278201078112716,0.5779889346681566,2.1422498013147746,2.173396442603052,-0.3115647759825015,-0.36251094827931035,0.38097921319279243,1,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.6410298272813199,-0.3195027228482189,-0.5541091884230199,1.035211037271442,0.5959572478189147,-0.6237922533289169,-0.6047107913702688,-0.9482529230011294,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
-0.9780115459491681,-0.9850264865186216,0.5138493083456646,0.1749067832763688,0.5959572478189147,-0.646145721683972,-0.6345992826453233,0.20948032766132743,2,1,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
0.5942609279680322,-1.1034898315633026,-0.8700298501595248,-1.2281890216882927,-0.59732943765587,-0.7355595951041927,-0.6974681780859551,0.20948032766132743,2,2,5,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
-0.23899031471512344,0.2282094656715112,0.38885522353428836,0.2956195105774615,0.5959572478189147,-0.5451945742740456,-0.5531789098615543,0.5525295535353988,3,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
-0.30271538148511135,-0.28674527622640844,-0.8142090580785963,-1.2281890216882927,-0.59732943765587,-0.7002266935107183,-0.6613958610298549,0.7240284390668638,2,2,4,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
