spectral_bandwidth_mean,spectral_bandwidth_var,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,rms_mean,rms_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,chroma_1_mean,chroma_1_var,chroma_2_mean,chroma_2_var,chroma_3_mean,chroma_3_var,chroma_4_mean,chroma_4_var,chroma_5_mean,chroma_5_var,chroma_6_mean,chroma_6_var,chroma_7_mean,chroma_7_var,chroma_8_mean,chroma_8_var,chroma_9_mean,chroma_9_var,chroma_10_mean,chroma_10_var,chroma_11_mean,chroma_11_var,chroma_12_mean,chroma_12_var,spectral_contrast_1_mean,spectral_contrast_1_var,spectral_contrast_2_mean,spectral_contrast_2_var,spectral_contrast_3_mean,spectral_contrast_3_var,spectral_contrast_4_mean,spectral_contrast_4_var,spectral_contrast_5_mean,spectral_contrast_5_var,spectral_contrast_6_mean,spectral_contrast_6_var,spectral_contrast_7_mean,spectral_contrast_7_var,spectral_flatness_mean,spectral_flatness_var,tempo,tonnetz_1_mean,tonnetz_1_var,tonnetz_2_mean,tonnetz_2_var,tonnetz_3_mean,tonnetz_3_var,tonnetz_4_mean,tonnetz_4_var,tonnetz_5_mean,tonnetz_5_var,tonnetz_6_mean,tonnetz_6_var,id
2427.877447248004,291165.130910883,2625.582841135499,466941.46756001486,5082.741487579818,2571752.3374356455,0.14555530528412022,0.0028991135977007995,0.0715915784239769,0.0015528876101598144,-168.8585205078125,9466.658203125,70.67161560058594,562.4476318359375,-25.283973693847656,934.626953125,21.966712951660156,554.3401489257812,0.3454892039299011,351.2395324707031,-7.860053062438965,309.1371154785156,0.4555792510509491,292.15216064453125,-12.239418029785156,243.18296813964844,0.9582076072692871,222.76763916015625,-2.533203363418579,161.47096252441406,-9.338601112365723,117.9058609008789,4.804189682006836,98.61936950683594,-8.871312141418457,111.63355255126953,0.524150550365448,0.1054430827498436,0.39429470896720886,0.0646694004535675,0.5070769190788269,0.11871649324893951,0.38146165013313293,0.08188546448945999,0.3239246904850006,0.05379309877753258,0.39637842774391174,0.09125584363937378,0.2603780925273895,0.04115315526723862,0.3740385174751282,0.11024671792984009,0.2546815276145935,0.038674451410770416,0.4843704104423523,0.11025408655405045,0.4158655107021332,0.09252508729696274,0.3425951898097992,0.0601189061999321,20.256218734260834,37.14323035062976,16.621212066360275,25.103352134504338,20.27910240309648,21.95796025656843,20.435360106976184,16.03712625441116,20.249498027169007,14.277966419617444,22.870400880749703,26.87631917207278,46.302095482210696,14.681266812478137,0.02207701839506626,0.000535676081199199,107.666015625,0.0728510476158928,0.02063426765856012,0.1703026526974116,0.013959172881217594,-0.03994784004832768,0.033713799919854695,-0.07259790853510661,0.030287872723702404,-0.008772410990445156,0.002671766801691811,0.01643594520435368,0.005346775678816526,1015339
2292.0999766518644,495938.61310786003,1636.8574031695496,522502.86093687627,3582.4672261996902,4601177.563585085,0.05224924313886739,0.0011903909238592447,0.15014703571796417,0.0032185548916459084,-185.94619750976562,8837.919921875,109.8250503540039,636.7665405273438,24.303810119628906,394.22601318359375,18.00575065612793,210.86607360839844,1.2312167882919312,226.8983154296875,-9.36844539642334,167.66331481933594,-14.373705863952637,202.68922424316406,-12.975127220153809,101.42247009277344,-18.93512535095215,176.47341918945312,-15.899456024169922,136.84449768066406,-11.552862167358398,121.89615631103516,-13.529134750366211,107.61043548583984,-11.902037620544434,171.38328552246094,0.5011545419692993,0.17713488638401031,0.26147910952568054,0.03205670788884163,0.3123920261859894,0.1650853008031845,0.2197917252779007,0.02585393562912941,0.3992825150489807,0.13219332695007324,0.24974912405014038,0.06644386053085327,0.1965937614440918,0.029572730883955956,0.35686400532722473,0.12099843472242355,0.15881966054439545,0.031422846019268036,0.15749835968017578,0.05607026070356369,0.13869795203208923,0.03235289081931114,0.3040814995765686,0.0441824309527874,25.23195008055616,45.33993760138701,20.676100769240552,32.69438315543809,25.05527245225735,33.16753877164291,22.73944935035536,27.669190231094596,21.38453131568787,21.791417136363503,20.151759809331185,21.467299532527885,47.57572577122724,13.817034995740437,0.005591218359768391,0.0003794125223066658,143.5546875,0.23256197133752263,0.03596966766563721,0.2060479362004906,0.05031027068074524,0.10094365527434883,0.08344578585964443,0.20325091342348348,0.10222278739574789,0.01972238407789903,0.016885558473641805,-0.018499107215388475,0.018997651499951532,1002052
1928.374587127036,400127.96570116724,1361.8795845026661,623471.6363821884,2831.1495470926857,3735281.6486114343,0.045069014447884415,0.0013231911300643272,0.11611929535865784,0.0019061447819694877,-202.21127319335938,6267.6513671875,124.4134750366211,949.2452392578125,20.162643432617188,275.69720458984375,34.1298828125,218.75608825683594,10.10204029083252,122.60509490966797,9.546586036682129,92.3268814086914,-2.3769373893737793,79.7024154663086,1.5562084913253784,79.4671630859375,-9.575663566589355,85.15475463867188,-2.804210901260376,98.95446014404297,-11.191847801208496,69.31745910644531,-13.4708251953125,58.93904113769531,-8.614014625549316,58.98202133178711,0.17250238358974457,0.045538000762462616,0.1855715811252594,0.028036493808031082,0.45393139123916626,0.10962387174367905,0.36511075496673584,0.08635139465332031,0.2367917150259018,0.03825024515390396,0.3437890410423279,0.10843470692634583,0.3475283980369568,0.08759403973817825,0.3555845320224762,0.11242685467004776,0.3100898265838623,0.09521850943565369,0.3901861608028412,0.07825978100299835,0.5910208225250244,0.11672812700271606,0.2986327111721039,0.04029332846403122,21.939048002482565,27.030914305736477,19.350659286806216,26.099204509201027,24.22712018524017,29.916651369316334,22.123135355356485,22.104444733877763,20.359462127398935,16.898473040115114,20.305125483235326,14.657882584757001,48.548329470090074,12.148386667818826,0.004497068468481302,0.00014980827108956873,112.34714673913044,-0.1049858246370661,0.03223327644992256,0.1828249316927008,0.018785797079084933,0.03500929953896455,0.039098156119907225,-0.2157284147757874,0.05066053875335169,-0.00205927781925306,0.0067278597484399455,-0.03512478245182423,0.006206441026419772,101464
2457.0607848830064,332895.41254494584,2351.89553417901,1331934.1902636099,4861.117827707769,4863241.198717198,0.10624879063467492,0.008521257301615914,0.263730525970459,0.009538966231048107,-45.58462142944336,6372.46142578125,93.12326049804688,1560.729736328125,-3.3363168239593506,838.125,27.632429122924805,374.8424377441406,14.44804859161377,193.80746459960938,9.796988487243652,136.39321899414062,5.939824104309082,87.22098541259766,7.658200740814209,84.94415283203125,1.223150372505188,77.11409759521484,8.781367301940918,76.62960052490234,-2.19213604927063,92.78834533691406,8.206405639648438,62.08539581298828,3.1140923500061035,62.559871673583984,0.5360117554664612,0.09052225202322006,0.3976745307445526,0.05381940305233002,0.44945892691612244,0.07175672799348831,0.39741194248199463,0.0583186000585556,0.47943276166915894,0.07881870120763779,0.47202184796333313,0.08635061979293823,0.4043498933315277,0.051676031202077866,0.5436937808990479,0.09069418162107468,0.5147173404693604,0.07862260192632675,0.5319480299949646,0.0952412337064743,0.5032658576965332,0.07975243031978607,0.5727545619010925,0.08651276677846909,18.91865253448378,29.71674130216995,15.600998897429013,24.835356413931223,18.89924080691095,23.788636997289725,18.111633464681418,13.520718390591673,17.97574489886003,10.952833432417911,19.045070721914865,8.71146687554471,46.41364693014199,6.574824901714278,0.023581115528941154,0.001670211087912321,123.046875,0.01489219073212402,0.0053841432112121355,0.08090200164105718,0.0040893867036916635,0.06723092919550931,0.012752442898906745,0.09698426693204977,0.0070062685596869465,-0.0023809000630696186,0.0017373205029439958,-0.008471935104806434,0.001245546521934288,1001519
2463.7764787911415,174873.15268872346,2183.9887656118744,443151.76090769627,4755.14346852022,2294472.0654271543,0.07853278287054953,0.0019283464236663447,0.21044166386127472,0.004555079620331526,-74.64364624023438,5301.71923828125,91.83284759521484,636.1771850585938,-0.2557038962841034,488.4450378417969,28.18814468383789,235.543212890625,7.313684463500977,200.09046936035156,6.834369659423828,246.95465087890625,-1.564142107963562,117.72203063964844,2.00386381149292,117.82652282714844,-3.275399684906006,106.96289825439453,5.798695087432861,118.65545654296875,-7.386503219604492,97.86373138427734,4.759979724884033,74.5865478515625,-5.1009111404418945,71.90747833251953,0.3567127585411072,0.10926462709903717,0.3389924168586731,0.061768922954797745,0.5177257657051086,0.12567287683486938,0.360680490732193,0.08859822899103165,0.3340194523334503,0.06828027963638306,0.424387663602829,0.09816224128007889,0.2928357720375061,0.05373065918684006,0.34060993790626526,0.10727961361408234,0.2641376256942749,0.045888178050518036,0.40450844168663025,0.07583942264318466,0.4922293424606323,0.12451150268316269,0.3164900839328766,0.06090019270777702,26.88921697598994,38.882519929731174,16.82462185472249,21.729107372012766,19.73463407074671,24.68570902461336,18.999969810884433,19.30098377805685,19.406065601544643,14.985217337894026,18.627371816939956,13.448765502783932,47.13928911612428,8.797801588281212,0.014349432662129402,0.0007728521013632417,161.4990234375,-0.04673577258303072,0.025501608637824087,0.1522270652660727,0.011683991251505418,0.05803089755231876,0.03475702930296813,-0.10715135123512982,0.02821389686089353,0.013745163837119307,0.004487388209854921,-0.012456682989084956,0.005547205759261123,1014954
2145.685953916916,308800.7591614711,1628.613551499472,567568.5519967609,3680.380523020269,3027384.6363164485,0.05807359693466202,0.0015404471970816337,0.19589632749557495,0.005696071777492762,-125.58906555175781,7233.2548828125,110.63278198242188,1175.27734375,10.719866752624512,374.71942138671875,40.50417709350586,172.84207153320312,8.642993927001953,139.69007873535156,13.153389930725098,173.1881866455078,-0.7105414271354675,149.2545166015625,-3.037733554840088,228.33169555664062,-3.011887788772583,118.26251220703125,0.8630645871162415,99.99681854248047,-5.5538740158081055,92.24117279052734,-0.013930896297097206,54.409080505371094,-7.1312689781188965,108.1319808959961,0.4435497224330902,0.11957740783691406,0.3355960547924042,0.0377768836915493,0.5685877799987793,0.11924023181200027,0.3176615834236145,0.03924011439085007,0.20221391320228577,0.0681411549448967,0.17024831473827362,0.03690751641988754,0.24221019446849823,0.033875882625579834,0.5206994414329529,0.1463111937046051,0.3055781424045563,0.044555991888046265,0.27774903178215027,0.09493975341320038,0.2713389992713928,0.05687100440263748,0.41404297947883606,0.11335165798664093,25.863977888258418,32.637073430914505,18.55688672377489,22.58391638968287,21.91918931097787,24.411505925257906,19.974971246576235,15.521116109067853,19.807304702774612,12.948194800360286,19.445267459498222,17.261432879871148,47.262180315751095,15.959314629934171,0.008700335398316383,0.0033895978704094887,129.19921875,0.22149368250776003,0.011622435901062003,0.1377559527727781,0.029365280897340043,0.09088768237165865,0.03588806779804636,-0.06486785284165361,0.030693839760270635,-0.006234436425397144,0.005065283620078686,-0.02951190174822525,0.004515317245775636,1000957
2255.087886887296,680861.4406434502,2382.1808497254897,1324922.375662421,4967.989403692192,4906903.773264965,0.12044472394220847,0.005730997417115362,0.18993555009365082,0.010291787795722485,-98.87763977050781,15689.5166015625,92.25242614746094,2177.44140625,-2.862423896789551,867.174560546875,16.955245971679688,330.7415771484375,3.868095874786377,332.96844482421875,6.4149041175842285,360.745361328125,-10.980359077453613,153.44296264648438,5.08531379699707,139.71290588378906,1.0969164371490479,109.2363052368164,-3.332289457321167,170.15528869628906,-7.721740245819092,140.13674926757812,-1.878076434135437,106.82351684570312,-9.534857749938965,78.45069122314453,0.31614652276039124,0.07059688866138458,0.38042911887168884,0.11068832129240036,0.253944993019104,0.05482662841677666,0.2947205603122711,0.0675361156463623,0.41885989904403687,0.12399580329656601,0.24508392810821533,0.047482769936323166,0.27601054310798645,0.09702567756175995,0.284636527299881,0.07482898235321045,0.4474731981754303,0.13457897305488586,0.35007065534591675,0.09876956790685654,0.2790868878364563,0.05690925195813179,0.384557843208313,0.105867899954319,25.923667688219115,46.2323179308613,18.086111626840683,28.295076973259132,20.715319288880075,29.548069891327938,20.666569425744832,25.54896593270849,22.632838972229685,33.3226819584784,20.624288711640066,31.83315846255681,48.21431706188955,16.51181709189307,0.0228862427175045,0.001170231495052576,103.359375,0.057692130649875474,0.048148718839795185,-0.17601723690598606,0.029523295210260595,-0.07610669677754721,0.057895104301088955,0.1390508119415834,0.037808226574865864,0.014704181297040637,0.00767375362457288,-0.0020902433495719576,0.010174016424592345,1011643
2286.8151566765014,157326.68480955163,2015.2841838919308,402881.6356275615,4386.304032175164,1707421.9375953844,0.08307533539731682,0.002692003114687583,0.1516978144645691,0.0019204596756026149,-101.63929748535156,7055.3017578125,101.55001068115234,680.7069702148438,-3.975721597671509,353.2850341796875,38.6996955871582,218.707275390625,1.5645058155059814,123.69013977050781,11.983658790588379,79.73564910888672,5.53941011428833,78.8504409790039,7.845610618591309,41.75325012207031,1.9692738056182861,48.0716438293457,8.841572761535645,50.893978118896484,1.9663105010986328,35.04547882080078,5.0906267166137695,37.73368453979492,0.15969902276992798,46.016502380371094,0.2731775641441345,0.04969197139143944,0.3738393187522888,0.08950614929199219,0.38495251536369324,0.09570442885160446,0.38556116819381714,0.05311080068349838,0.6082093715667725,0.1155920922756195,0.3750244379043579,0.05463702231645584,0.39725491404533386,0.0832773819565773,0.45277076959609985,0.09661360085010529,0.480244517326355,0.06886199116706848,0.4620310366153717,0.09413967281579971,0.30587640404701233,0.05630939453840256,0.32672691345214844,0.08066438883543015,21.252186505341495,26.40724628269556,16.243580600658543,19.915727277222,19.783694353154107,20.88007827115166,19.12660941781862,16.494152281110978,18.62728427456563,10.958316961091429,17.781444216876455,10.045680024558248,46.46215919094394,8.053432833223884,0.019116735085844994,0.0031923081260174513,135.99917763157896,0.15353213127284507,0.03700194796727438,-0.07168504681641054,0.04044317893437635,-0.005201025041574472,0.0426138190118205,0.04569449479741116,0.04773317111160754,0.026937833327492017,0.00477503483522078,0.0015366247652271996,0.008127819857923732,1013118
2342.933250643224,194540.7820359626,1854.5962580208425,512305.9644141825,4159.749846561775,2452203.017920418,0.06611159317756708,0.0020615474797423218,0.2104426622390747,0.0032604255247861147,-84.50585174560547,4568.93310546875,108.7813949584961,745.4111328125,14.77360725402832,313.4597473144531,39.02396774291992,262.6485900878906,6.255616664886475,81.63323974609375,7.698532581329346,100.79139709472656,0.15329769253730774,72.69544219970703,3.8630030155181885,61.104190826416016,0.39355286955833435,57.93587112426758,6.158442974090576,58.16400909423828,-3.3960657119750977,64.02677917480469,0.7505803108215332,50.504337310791016,-1.3598952293395996,66.64891052246094,0.22527210414409637,0.07714173197746277,0.2170780450105667,0.0397794172167778,0.40437430143356323,0.14974407851696014,0.26055678725242615,0.05083555355668068,0.3218125104904175,0.09542430192232132,0.35268035531044006,0.08193547278642654,0.44254839420318604,0.11328021436929703,0.38160043954849243,0.10222971439361572,0.26847583055496216,0.04775582253932953,0.32270142436027527,0.09245167672634125,0.22950610518455505,0.04426074028015137,0.24590608477592468,0.07629325240850449,21.22404251654876,25.081119660294878,15.530691560051153,16.38524405074587,20.045034589815582,24.676896869905274,18.56827743613481,16.733550136779396,16.746265981861033,10.619310819533203,16.64570360116212,8.09653720194864,47.013366419060816,7.770289769180529,0.011631463654339314,0.0006112377159297466,80.74951171875,0.16479760385024583,0.018798004378759694,-0.07935251164602182,0.11060376820148395,0.1077720138696772,0.05187567645985689,-0.18674494718839207,0.07888032365865123,0.018613041838890072,0.012200646844960665,0.04897835518508491,0.016340377974390204,1007842
2523.125225968588,183787.23716912346,2005.916993884687,691663.40548481,4659.696823450803,2966287.9506991077,0.06816272715912022,0.0036194816789028783,0.18768149614334106,0.007791270036250353,-112.78091430664062,4865.1943359375,98.290283203125,723.1515502929688,19.579648971557617,266.67547607421875,25.423532485961914,159.17308044433594,8.637812614440918,82.13630676269531,20.609027862548828,87.01827239990234,-1.6749742031097412,93.17285919189453,3.1413378715515137,78.74710845947266,-2.19877290725708,80.42167663574219,-5.707538604736328,79.21184539794922,-4.460730075836182,64.13715362548828,-2.1855318546295166,60.00679397583008,-4.803005695343018,60.57109451293945,0.3589944839477539,0.10373250395059586,0.3102515637874603,0.07882803678512573,0.3598729074001312,0.08663450926542282,0.453700453042984,0.13307012617588043,0.2707271873950958,0.05340215563774109,0.3015579283237457,0.09052431583404541,0.3144402503967285,0.0985182523727417,0.34023427963256836,0.10617237538099289,0.3054638206958771,0.08181386440992355,0.3412640690803528,0.08102686703205109,0.4459071755409241,0.12527668476104736,0.39333751797676086,0.09587366878986359,19.448747926391786,31.343014666145613,18.22945066287131,25.62995774965273,20.50951280069498,24.95241825858391,18.12696070421046,13.001090191521108,18.067712117944474,8.94776651450981,16.59388904178302,5.521173156344449,46.594844290983396,8.905126864889933,0.013242227956652641,0.0009647379629313946,143.5546875,-0.09085918645611216,0.014380752315311236,0.05541361817446105,0.013247237977272267,0.05937529034875063,0.023564839373045102,-0.07181087944664347,0.024812648598951412,-0.007450603279748783,0.0030821664563261985,0.006065141193023843,0.0033688241392898755,1009673
