k,NDCG,Recall,Precision,MAP,HitRate
10,0.003310821381203891,0.0007203380786715899,0.003048092120117408,0.0010710567436126254,0.028223075186272296
100,0.005019829490764882,0.006376325955648517,0.0026981259878076317,0.0005526486530401909,0.17272522013998645
